INSERT_UPDATE brandNameEnum;code[unique=true];name[lang=en]
;Coreproductbrandnamejbinstantlawn;JB Instant Lawn;
;Coreproductbrandnamejdlmisclandedt&ls;JDL Misc Landed T&LS;
;Coreproductbrandnamejemasco;Jemasco;
;Coreproductbrandnamejgbenterprises;JGB Enterprises;
;Coreproductbrandnamejksventures;JKS Ventures;
;Coreproductbrandnamejohndeerelandscapes;John Deere Landscapes;
;Coreproductbrandnamejohnsonconcrete;Johnson Concrete;
;Coreproductbrandnamejohnsondiversified;Johnson Diversified;
;Coreproductbrandnamejollyfarmer;Jolly Farmer;
;Coreproductbrandnamek-rain;K-Rain;
;Coreproductbrandnamekaleenterprises;Kale Enterprises;
;Coreproductbrandnamekamlar;Kamlar;
;Coreproductbrandnamekaput;Kaput;
;Coreproductbrandnamekascomarine;Kasco Marine;
;Coreproductbrandnamekellogg;Kellogg;
;Coreproductbrandnamekeson;Keson;
;Coreproductbrandnameketch-all;Ketch-All;
;Coreproductbrandnamekeyfittools;Keyfit Tools;
;Coreproductbrandnamekeystone;Keystone;
;Coreproductbrandnamekichler;Kichler;
;Coreproductbrandnamekifco;Kifco;
;Coreproductbrandnamekimlighting;Kim Lighting;
;Coreproductbrandnamekinginnovation;King Innovation;
;Coreproductbrandnamekissnermilling;Kissner Milling;
;Coreproductbrandnameknoxfertilizer;Knox Fertilizer;
;Coreproductbrandnamekristar;Kristar;
;Coreproductbrandnamel&m;L & M;
;Coreproductbrandnamel&wstone;L & W Stone;
;Coreproductbrandnamel.t.rich;L. T. Rich;
;Coreproductbrandnamel.c.briggsturffarm;L.C. Briggs Turf Farm;
;Coreproductbrandnamel.h.dottie;L.H. Dottie;
;Coreproductbrandnamelafargemid-atlantic;Lafarge Mid-Atlantic;
;Coreproductbrandnamelakejemfarms;Lake Jem Farms;
;Coreproductbrandnamelandscapeforms;Landscape Forms;
;Coreproductbrandnamelasco;Lasco;
;Coreproductbrandnamelaststoplighting;Last Stop Lighting;
;Coreproductbrandnamelayfield;Layfield;
;Coreproductbrandnamelebanonchemical;Lebanon Chemical;
;Coreproductbrandnamelebanonseaboard;Lebanon Seaboard;
;Coreproductbrandnamelebanonturf;Lebanon Turf;
;Coreproductbrandnameleemco;Leemco;
;Coreproductbrandnamelegendvalveandfittings;Legend Valve and Fittings;
;Coreproductbrandnamelemeur;LeMeur;
;Coreproductbrandnamelenox;Lenox;
;Coreproductbrandnamelesco;Lesco;
;Coreproductbrandnamelesco®;Lesco®;
;Coreproductbrandnameletco;Letco;
;Coreproductbrandnamelewis;Lewis;
;Coreproductbrandnamelibertypumps;Liberty Pumps;
;Coreproductbrandnameliphatech;Liphatech;
;Coreproductbrandnameliquidfence;Liquid Fence;
;Coreproductbrandnamelowe;Lowe;
;Coreproductbrandnameltr;LTR;
;Coreproductbrandnamem&hpinestraw;M&H Pine Straw;
;Coreproductbrandnamemaclean;Maclean;
;Coreproductbrandnamemaclenepower;Maclene Power;
;Coreproductbrandnamemajestic;Majestic;
;Coreproductbrandnamemarionag;Marion AG;
;Coreproductbrandnamemartinmariettamaterials;Martin Marietta Materials;
;Coreproductbrandnamemartinresources;Martin Resources;
;Coreproductbrandnamemastergardener;Master Gardener;
;Coreproductbrandnamematco-norca;Matco-Norca;
;Coreproductbrandnamematerialsales;Material Sales;
;Coreproductbrandnamemattresssafe;Mattress Safe;
;Coreproductbrandnamemaxijet;Maxijet;
;Coreproductbrandnamemcpacificholdings;MC Pacific Holdings;
;Coreproductbrandnamemcc;MCC;
;Coreproductbrandnamemclaughlingormleykingcompany;McLaughlin Gormley King Company;
;Coreproductbrandnamemcnearbrickandblock;MCNEAR Brick And Block;
;Coreproductbrandnamemearsfertilizer;Mears Fertilizer;
;Coreproductbrandnamemedinasodfarm;Medina Sod Farm;
;Coreproductbrandnamemelrose;Melrose;
;Coreproductbrandnamemerrill;Merrill;
;Coreproductbrandnamemeshoppenstone;Meshoppen Stone;
;Coreproductbrandnamemetalconcepts;Metal Concepts;
;Coreproductbrandnamemidatlantic;Mid Atlantic;
;Coreproductbrandnamemid-americamulch;Mid-America Mulch;
;Coreproductbrandnamemilorganite;Milorganite;
;Coreproductbrandnamemiltona;Miltona;
;Coreproductbrandnameminndakmagic;Minndak Magic;
;Coreproductbrandnamemirimichigreen;Mirimichi Green;
;Coreproductbrandnamemiscellaneousirrigation;Miscellaneous Irrigation;
;Coreproductbrandnamemiscellaneousvendor;Miscellaneous Vendor;
;Coreproductbrandnamemissouriorganic;Missouri Organic;
;Coreproductbrandnamemkminerals;MK Minerals;
;Coreproductbrandnamemoldingacquisitioncorporation;Molding Acquisition Corporation;
;Coreproductbrandnamemonsanto;Monsanto;
;Coreproductbrandnamemonterey;Monterey;
;Coreproductbrandnamemoonvisions;Moon Visions;
;Coreproductbrandnamemorgro;Morgro;
;Coreproductbrandnamemortonsalt;Morton Salt;
;Coreproductbrandnamemsinternational;MS International;
;Coreproductbrandnamemtd;MTD;
;Coreproductbrandnamemulchmanufacturing;Mulch Manufacturing;
;Coreproductbrandnamemultiflow;Multi Flow;
;Coreproductbrandnamemultiplestone;Multiple Stone;
;Coreproductbrandnamemunro;Munro;
;Coreproductbrandnamemutualmaterials;Mutual Materials;
;Coreproductbrandnamemutualmaterials-oregon;Mutual Materials-Oregon;
;Coreproductbrandnamemyerspower;Myers Power;
;Coreproductbrandnamen.merfishsupply;N. Merfish Supply;
;Coreproductbrandnamenaturalpaving;Natural Paving;
;Coreproductbrandnamenaturalsoilutions;Natural Soilutions;
;Coreproductbrandnamends;NDS;
;Coreproductbrandnameneladders;NELadders;
;Coreproductbrandnamenetafim;Netafim;
;Coreproductbrandnamenewearth;New Earth;
;Coreproductbrandnamenewportsandandgravel;Newport Sand And Gravel;
;Coreproductbrandnamengturf;NG Turf;
;Coreproductbrandnamenibco;Nibco;
;Coreproductbrandnamenisus;Nisus;
;Coreproductbrandnamenorthamericanspecialtyproducts;North American Specialty Products;
;Coreproductbrandnamenorthernmetalproducts;Northern Metal Products;
;Coreproductbrandnamenorthfieldblock;Northfield Block;
;Coreproductbrandnamenorthstarindustries;Northstar Industries;
;Coreproductbrandnamenorthstarstone;Northstar Stone;
;Coreproductbrandnamenorthwestlinings&geotextile;Northwest Linings & Geotextile;
;Coreproductbrandnamenorwesco;Norwesco;
;Coreproductbrandnamenovozymesbiologicals;Novozymes Biologicals;
;Coreproductbrandnamenufarm;Nufarm;
;Coreproductbrandnamenutrientsplus;Nutrients Plus;
;Coreproductbrandnamenuwool;Nuwool;
;Coreproductbrandnamenyp;NYP;
;Coreproductbrandnamenyx;NYX;
;Coreproductbrandnameoakfieldapparatus;Oakfield Apparatus;
;Coreproductbrandnameoakville;Oakville;
;Coreproductbrandnameoatey;Oatey;
;Coreproductbrandnameoccidentalchemical;Occidental Chemical;
;Coreproductbrandnameoetiker;Oetiker;
;Coreproductbrandnameohiomulch;Ohio Mulch;
;Coreproductbrandnameohiostone;Ohio Stone;
;Coreproductbrandnameoklahoma;Oklahoma;
;Coreproductbrandnameoldcarolina;Old Carolina;
;Coreproductbrandnameoldtownfiberglass;Old Town Fiberglass;
;Coreproductbrandnameoldcastlearchitectural;Oldcastle Architectural;
;Coreproductbrandnameolson;Olson;
;Coreproductbrandnameoregonaquatics;Oregon Aquatics;
;Coreproductbrandnameorival;Orival;
;Coreproductbrandnameowentreeservice;Owen Tree Service;
;Coreproductbrandnamepacific;Pacific;
;Coreproductbrandnamepacificecho;Pacific Echo;
;Coreproductbrandnamepacificplastics;Pacific Plastics;
;Coreproductbrandnamepacificsod;Pacific Sod;
;Coreproductbrandnamepacificsteel&recycling;Pacific Steel & Recycling;
;Coreproductbrandnamepackagingunlimited;Packaging Unlimited;
;Coreproductbrandnamepaigeelectric;Paige Electric;
;Coreproductbrandnameparagonprofessional;Paragon Professional;
;Coreproductbrandnameparaide;ParAide;
;Coreproductbrandnameparkavenueturf;Park Avenue Turf;
;Coreproductbrandnamepava;Pava;
;Coreproductbrandnamepave-tech;Pave-Tech;
;Coreproductbrandnamepavestone;Pavestone;
;Coreproductbrandnamepbi-gordon;PBI-Gordon;
;Coreproductbrandnamepcs;PCS;
;Coreproductbrandnamepeakseasons;Peak Seasons;
;Coreproductbrandnamepenickforest;Penick Forest;
;Coreproductbrandnamepentair;Pentair;
;Coreproductbrandnamepermagreen;Perma Green;
;Coreproductbrandnamepermaloc;Permaloc;
;Coreproductbrandnamephilips;Philips;
;Coreproductbrandnamephilipslighting;Philips Lighting;
;Coreproductbrandnamephillipjennings;Phillip Jennings;
;Coreproductbrandnamephillipspinwood;Phillips Pinwood;
;Coreproductbrandnamephoenix;Phoenix;
;Coreproductbrandnamephoenixpaper;Phoenix Paper;
;Coreproductbrandnamephoenixpaver;Phoenix Paver;
;Coreproductbrandnamepiedmontwellcovers;Piedmont Well Covers;
;Coreproductbrandnamepinehallbrick;Pine Hall Brick;
;Coreproductbrandnamepioneersand;Pioneer Sand;
;Coreproductbrandnamepipelifejetstream;Pipelife Jetstream;
;Coreproductbrandnameplacerwaterworks;Placer Waterworks;
;Coreproductbrandnameplantfoodsystems;Plant Food Systems;
;Coreproductbrandnameplant'schoice;Plant's Choice;
;Coreproductbrandnameplasticservicesandproducts;Plastic Services and Products;
;Coreproductbrandnameplattelectric;Platt Electric;
;Coreproductbrandnameplustar;Plustar;
;Coreproductbrandnamepolyamerica;Poly America;
;Coreproductbrandnameportacool;Portacool;
;Coreproductbrandnamepowerhead;Powerhead;
;Coreproductbrandnamepremierpinestraw;Premier Pinestraw;
;Coreproductbrandnameprescopolymers;Presco Polymers;
;Coreproductbrandnameprimerus;Primerus;
;Coreproductbrandnameprimesourcebuilding;Primesource Building;
;Coreproductbrandnameprinceminerals;Prince Minerals;
;Coreproductbrandnameprofloaerobic;Pro Flo Aerobic;
;Coreproductbrandnameproproducts;Pro Products;
;Coreproductbrandnamepro-sol;Pro-Sol;
;Coreproductbrandnamepro-steel;Pro-Steel;
;Coreproductbrandnameprofile;Profile;
;Coreproductbrandnameprogressiveturf;Progressive Turf;
;Coreproductbrandnameproplus;ProPlus;
;Coreproductbrandnameprotechenvironmentalsupply;Protech Environmental Supply;
;Coreproductbrandnamepumpsoftennessee;Pumps of Tennessee;
;Coreproductbrandnamepygar;Pygar;
;Coreproductbrandnamequakerfoods&beverage;Quaker Foods & Beverage;
;Coreproductbrandnamequalityminerals;Quality Minerals;
;Coreproductbrandnamequalitystone;Quality Stone;
;Coreproductbrandnamequikrete;Quikrete;
;Coreproductbrandnamequinn-perkins;Quinn-Perkins;
;Coreproductbrandnamerachio;Rachio;
#;Coreproductbrandnamerainbird;Rain Bird;
;Coreproductbrandnamerainmaster;Rain Master;
#;Coreproductbrandnamerainbird;RainBird;
;Coreproductbrandnamerainbowirrigation;Rainbow Irrigation;
;Coreproductbrandnamerainmaid;Rainmaid;
;Coreproductbrandnamerbr;RBR;
;Coreproductbrandnamerectorseal;Rectorseal;
;Coreproductbrandnameredbaysand;Red Bay Sand;
;Coreproductbrandnameredbluffsand&gravel;Red Bluff Sand & Gravel;
;Coreproductbrandnameregencywire;Regency Wire;
;Coreproductbrandnamereliance;Reliance;
;Coreproductbrandnamerepcor;Repcor;
;Coreproductbrandnameriches;Riches;
;Coreproductbrandnamerido'rust;Rid O'Rust;
;Coreproductbrandnameritewaytool;Rite Way Tool;
;Coreproductbrandnameritepack;RitePack;
;Coreproductbrandnamerivulis;Rivulis;
;Coreproductbrandnamernd;RND;
;Coreproductbrandnamerock-itnaturalston;Rock-It Natural Ston;
;Coreproductbrandnamerockmart;Rockmart;
;Coreproductbrandnamerockwell;Rockwell;
;Coreproductbrandnamerockyridgestone;Rocky Ridge Stone;
;Coreproductbrandnamerolfc.hagen;Rolf C. Hagen;
;Coreproductbrandnameroseagri-seed;Rose Agri-Seed;
;Coreproductbrandnamerubbermaid;Rubbermaid;
;Coreproductbrandnamerusco;Rusco;
;Coreproductbrandnameryanhercoproductscorp;Ryan Herco Products Corp;
;Coreproductbrandnamesvann;S Vann;
;Coreproductbrandnamesafe-t-cover;Safe-T-Cover;
;Coreproductbrandnamesakrete;Sakrete;
;Coreproductbrandnamesaltdepot;Salt Depot;
;Coreproductbrandnamesanctuary;Sanctuary;
;Coreproductbrandnamesandtrapper;Sandtrapper;
;Coreproductbrandnamesapphirelumber;Sapphire Lumber;
;Coreproductbrandnamesassafety;SAS safety;
;Coreproductbrandnamesavagefarms;Savage Farms;
;Coreproductbrandnamesavioengineering;Savio Engineering;
;Coreproductbrandnamesavkosales;Savko Sales;
;Coreproductbrandnamescenicroad;Scenic Road;
;Coreproductbrandnameschillergroundscare;Schiller Grounds Care;
;Coreproductbrandnameschneiderelectric;Schneider Electric;
;Coreproductbrandnamesdicompany;SDI Company;
;Coreproductbrandnamesefa;SEFA;
;Coreproductbrandnameseksurebond;SEK Surebond;
;Coreproductbrandnamesemco;Semco;
;Coreproductbrandnamesenninger;Senninger;
;Coreproductbrandnamesepro;Sepro;
;Coreproductbrandnamesevenspringsstone;Seven Springs Stone;
;Coreproductbrandnameseymourmidwest;Seymour Midwest;
;Coreproductbrandnamesgpmulch;SGP Mulch;
;Coreproductbrandnamesigma;Sigma;
;Coreproductbrandnamesignaturecontrolsystems;Signature Control Systems;
;Coreproductbrandnamesilvarastone;Silvara Stone;
;Coreproductbrandnamesimmons;Simmons;
;Coreproductbrandnamesimsbark;Sims Bark;
;Coreproductbrandnamesiouxchief;Sioux Chief;
;Coreproductbrandnamesiteone;SiteOne;
;Coreproductbrandnamesje;SJE;
;Coreproductbrandnamesmithblair;Smith Blair;
;Coreproductbrandnamesmithcopper;Smith Copper;
;Coreproductbrandnamesmithcreek;Smith Creek;
;Coreproductbrandnamesnllogistics;SNL Logistics;
;Coreproductbrandnamesodatlanta;Sod Atlanta;
;Coreproductbrandnamesoilsupply;Soil Supply;
;Coreproductbrandnamesolo;Solo;
;Coreproductbrandnamesolucal;Solucal;
;Coreproductbrandnamesoutheasternwire;Southeastern Wire;
;Coreproductbrandnamesoutherngolfflags;Southern Golf Flags;
;Coreproductbrandnamesouthernnurseries;Southern Nurseries;
;Coreproductbrandnamesouthernstatesturf;Southern States Turf;
;Coreproductbrandnamesouthlandsodfarms;Southland Sod Farms;
;Coreproductbrandnamesouthwesttrading;Southwest Trading;
;Coreproductbrandnamespears;Spears;
;Coreproductbrandnamespectrum;Spectrum;
;Coreproductbrandnamespjlighting;SPJ Lighting;
;Coreproductbrandnamespotsystems;Spot Systems;
;Coreproductbrandnamespotonturf;Spoton Turf;
;Coreproductbrandnamesquirrelmtnstone;Squirrel MTN Stone;
;Coreproductbrandnamesrw;SRW;
;Coreproductbrandnamestanroberts;Stan Roberts;
;Coreproductbrandnamesteri-fab;Steri-Fab;
;Coreproductbrandnamestevensstone;Stevens Stone;
;Coreproductbrandnamestingerequipment;Stinger Equipment;
;Coreproductbrandnamestokesladders;Stokes Ladders;
;Coreproductbrandnamestonepaving;Stone Paving;
;Coreproductbrandnamestoneturf;Stone Turf;
;Coreproductbrandnamestoverseed;Stover Seed;
;Coreproductbrandnamestrataflo;Strataflo;
;Coreproductbrandnamestrawsource;Straw Source;
;Coreproductbrandnamesummit;Summit;
;Coreproductbrandnamesungro;Sun GRO;
;Coreproductbrandnamesuncoastgarden;Suncoast Garden;
;Coreproductbrandnamesure-loc;Sure-Loc;
;Coreproductbrandnamesustane;Sustane;
;Coreproductbrandnamesuwanneelumber;Suwannee Lumber;
;Coreproductbrandnameswan;Swan;
;Coreproductbrandnameswiftstrawii;Swift Straw II;
;Coreproductbrandnamesyngenta;Syngenta;
;Coreproductbrandnamesyntheticturf;Synthetic Turf;
;Coreproductbrandnamet&r;T & R;
;Coreproductbrandnamet.christy;T. Christy;
;Coreproductbrandnamet.b.sirrigation;T.B.S Irrigation;
;Coreproductbrandnametargetspecialty;Target Specialty;
;Coreproductbrandnameteaguesand&gravel;Teague Sand & Gravel;
;Coreproductbrandnametechnisoil;Technisoil;
;Coreproductbrandnametecho-bloc;Techo-Bloc;
;Coreproductbrandnametee-2-green;Tee-2-Green;
;Coreproductbrandnameteka;Teka;
;Coreproductbrandnameteknorapex;Teknor Apex;
;Coreproductbrandnametenax;Tenax;
;Coreproductbrandnametennesseerock;Tennessee Rock;
;Coreproductbrandnametexasunitedpipe;Texas United Pipe;
;Coreproductbrandnamethebosworth;The Bosworth;
;Coreproductbrandnamethejdrussell;The JD Russell;
;Coreproductbrandnamethesource;The Source;
;Coreproductbrandnamethomas&bettscorporation;Thomas & Betts Corporation;
;Coreproductbrandnametiger-sul;Tiger-Sul;
;Coreproductbrandnametillson;Tillson;
;Coreproductbrandnametodol;Todol;
;Coreproductbrandnametoro;Toro;
;Coreproductbrandnametournesolsiteworks;Tournesol Siteworks;
;Coreproductbrandnametradco;Tradco;
;Coreproductbrandnametradesr;Trades R;
;Coreproductbrandnametransitionalsystems;Transitional Systems;
;Coreproductbrandnametravertinewarehouse;Travertine Warehouse;
;Coreproductbrandnametrcirrigationremotes;Trc Irrigation Remotes;
;Coreproductbrandnametreefrogenvironmental;Tree Frog Environmental;
;Coreproductbrandnametreestake;Tree Stake;
;Coreproductbrandnametreegator;Treegator;
;Coreproductbrandnametri-centerprises;Tri-C Enterprises;
;Coreproductbrandnametrigon;Trigon;
;Coreproductbrandnametripled;Triple D;
;Coreproductbrandnametruaudio;TruAudio;
;Coreproductbrandnametrynex;Trynex;
;Coreproductbrandnametucor;Tucor;
;Coreproductbrandnameturfcare;Turf Care;
;Coreproductbrandnameturfmerchants;Turf Merchants;
;Coreproductbrandnameturfgrassamerica;Turfgrass America;
;Coreproductbrandnametwicethestraw;Twice The Straw;
;Coreproductbrandnameu.s.plastic;U.S. Plastic;
;Coreproductbrandnameultrabasesystem;Ultra Base System;
;Coreproductbrandnameultracompost;Ultra Compost;
;Coreproductbrandnameunderhill;Underhill;
;Coreproductbrandnameunilock;Unilock;
;Coreproductbrandnameuniquelightingsystems;Unique Lighting Systems;
;Coreproductbrandnameunitedindustries;United Industries;
;Coreproductbrandnameunitedpipe&steel;United Pipe & Steel;
;Coreproductbrandnameunitedpvf;United PVF;
;Coreproductbrandnameuniversalenterprises;Universal Enterprises;
;Coreproductbrandnameuniversalforestproducts;Universal Forest Products;
;Coreproductbrandnameuniversallightingsystem;Universal Lighting System;
;Coreproductbrandnameuniversalsales;Universal Sales;
;Coreproductbrandnameupi;UPI;
;Coreproductbrandnameupstatematerials;Upstate Materials;
;Coreproductbrandnameuspoly;Uspoly;
;Coreproductbrandnameutilityvault;Utility Vault;
;Coreproductbrandnamevalent;Valent;
;Coreproductbrandnamevalleyview;Valley View;
;Coreproductbrandnamevansmith;Van Smith;
;Coreproductbrandnamevartek;Vartek;
;Coreproductbrandnameventuresystems;Venture Systems;
;Coreproductbrandnameverdesian;Verdesian;
;Coreproductbrandnamevictor;Victor;
;Coreproductbrandnamevictorstanley;Victor Stanley;
;Coreproductbrandnamevirgilreedstone;Virgil Reed Stone;
;Coreproductbrandnamevista;Vista;
;Coreproductbrandnamevitproducts;VIT Products;
;Coreproductbrandnamevolunteerstone;Volunteer Stone;
;Coreproductbrandnamevu-flowfilters;VU-Flow Filters;
;Coreproductbrandnamevulcan;Vulcan;
;Coreproductbrandnamewaclighting;WAC Lighting;
;Coreproductbrandnamewadeconnectors;Wade Connectors;
;Coreproductbrandnamewalrusamerica;Walrus America;
;Coreproductbrandnamewarrenpinestraw;Warren Pine Straw;
;Coreproductbrandnamewattsregulator;Watts Regulator;
;Coreproductbrandnamewattswatertechnologies;Watts Water Technologies;
;Coreproductbrandnameweathermatic;Weathermatic;
;Coreproductbrandnamewebmathenyplumbing;Web Matheny Plumbing;
;Coreproductbrandnamewellmade;Wellmade;
;Coreproductbrandnamewellmark;Wellmark;
;Coreproductbrandnamewesco;Wesco;
;Coreproductbrandnamewestcoastturf;West Coast Turf;
;Coreproductbrandnamewesthowell;West Howell;
;Coreproductbrandnamewesttek;West Tek;
;Coreproductbrandnamewesterncarolinastone;Western Carolina Stone;
;Coreproductbrandnamewesternmining;Western Mining;
;Coreproductbrandnamewhitacregreer;Whitacre Greer;
;Coreproductbrandnamewhittlesey;Whittlesey;
;Coreproductbrandnamewilbur-ellis;Wilbur-Ellis;
;Coreproductbrandnamewilco;Wilco;
;Coreproductbrandnamewillamettegraystone;Willamette Graystone;
;Coreproductbrandnamewilo;Wilo;
;Coreproductbrandnamewindingbrookturf;Winding Brook Turf;
;Coreproductbrandnamewinnelson;Winnelson;
;Coreproductbrandnamewoodmulch;Wood Mulch;
;Coreproductbrandnameworldclassathleticsurfaces;World Class Athletic Surfaces;
;Coreproductbrandnameworthingtonindustries;Worthington Industries;
;Coreproductbrandnamewwmanufacturing;WW Manufacturing;
;Coreproductbrandnamewwip;WWIP;
;Coreproductbrandnamexorb;Xorb;
;Coreproductbrandnamexylem;Xylem;
;Coreproductbrandnameyara;Yara;
;Coreproductbrandnamezanfel;Zanfel;
;Coreproductbrandnamezoeller;Zoeller;
;Coreproductbrandnamezurn;Zurn;
;;